CustomerID,Name,Age,Gender,Country,IncomeLevel,CustomerTier,Date,Product Type,Channel Type,Order Amount,support_interacation_count,problem type,support_resolution_time,resolution_satisfication,website_logins/day,browsing_time/hr,email_open_rate,ChurnIndicator
11822,Garrott Kinman,30,Female,Japan,Medium,Gold,4/17/2024,BodyCare,Online,5202,7,Product Quality,24,5,4,1.0,6,1
11823,Tybalt Grassi,43,Female,India,Low,Bronze,6/14/2023,Makeup,Online,5365,9,Side Effects,20,2,4,3.3,5,1
11824,Kevon Jacke,75,Female,India,Medium,Gold,08-01-2023,Skincare,Online,9961,7,Product Quality,3,5,3,3.4,2,1
11825,Willette Trewman,78,Male,Singapore,Low,Gold,08-03-2024,Makeup,Offline,6718,8,Product Quality,24,8,5,5.3,6,0
11826,Sheila-kathryn Drexel,54,Female,Australia,High,Gold,7/21/2024,Skincare,Offline,8442,5,Other,5,4,6,3.7,2,0
11827,Garrott Randle,8,Female,United Arab Emirates,Medium,Silver,7/22/2023,Haircare,Online,8173,8,Product Quality,20,5,4,0.6,5,0
11828,Reinald Rivaland,66,Female,Canada,Medium,Gold,11-07-2023,Makeup,Online,745,10,Product Quality,2,10,6,4.5,0,0
11829,Alejandrina Harradine,69,Male,Canada,High,Gold,11-03-2024,Makeup,Online,4844,4,Other,18,10,9,4.4,2,0
11830,Cindee Bruyns,8,Female,Singapore,Low,Gold,03-02-2023,Skincare,Offline,4357,6,Side Effects,6,3,2,0.2,5,1
11831,Gennie Walliker,69,Male,India,High,Bronze,6/19/2024,Makeup,Online,8483,5,Wrong Item Received,10,1,7,3.6,6,1
11832,Derry Wooff,77,Female,India,Low,Gold,04-11-2023,Skincare,Online,491,9,Side Effects,3,3,5,3.0,5,1
11833,Julissa Easeman,49,Male,United States,High,Silver,02-08-2023,Skincare,Offline,4951,5,Product Quality,14,5,8,4.4,1,0
11834,Whitney Antonin,25,Female,India,Medium,Gold,05-05-2024,Makeup,Online,1195,10,Product Quality,2,4,6,3.3,3,1
11835,Reba Fleeming,73,Female,United States,High,Gold,11-12-2023,Makeup,Online,8230,1,Product Quality,2,8,3,4.7,1,1
11836,Marianne de Najera,21,Female,Malaysia,Medium,Gold,1/18/2024,Haircare,Online,8616,10,Product Quality,16,9,7,5.9,4,1
11837,Libbie Kernermann,67,Female,Japan,Medium,Gold,11-01-2024,Makeup,Online,2103,3,Late Delivery,10,6,6,1.4,5,0
11838,Zabrina Wyldish,39,Female,India,Medium,Gold,07-09-2024,Skincare,Online,6407,8,Product Quality,24,5,1,5.3,4,1
11839,Cynthie Fantonetti,80,Male,Japan,Medium,Platinum,9/24/2024,BodyCare,Online,8395,8,Side Effects,6,5,1,3.4,4,1
11840,Zachery Andrioli,82,Female,Singapore,Medium,Gold,12/24/2023,Makeup,Offline,2489,7,Product Quality,10,2,1,0.8,4,1
11841,Karlotte Battershall,13,Male,Canada,Low,Gold,07-05-2024,Haircare,Online,1934,10,Product Quality,8,10,6,5.9,3,0
11842,Kip Christofe,24,Transgender,India,High,Silver,1/29/2023,Makeup,Online,5066,6,Product Quality,3,8,4,1.7,0,1
11843,Tiertza Simkins,37,Female,Canada,Medium,Gold,2/27/2024,Makeup,Offline,5273,4,Late Delivery,13,6,8,5.0,3,1
11844,Lionello Haydock,49,Female,India,High,Platinum,2/22/2023,Makeup,Online,5166,8,Product Quality,19,4,4,2.3,4,1
11845,Alena Matanin,36,Female,India,High,Gold,5/19/2024,Makeup,Online,10157,8,Other,24,4,3,0.3,0,0
11846,Erminie Crowcher,79,Female,India,Medium,Silver,2/13/2024,Makeup,Online,10939,9,Product Quality,2,10,9,4.1,5,1
11847,Ailis Maslin,41,Transgender,United States,Medium,Gold,2/18/2023,Haircare,Offline,3758,4,Product Quality,23,3,5,1.4,6,1
11848,Sherri Brambley,71,Male,Japan,Low,Gold,1/17/2024,Haircare,Online,2272,8,Side Effects,14,4,10,0.2,6,1
11849,Flore Geoghegan,29,Female,United States,Low,Silver,05-10-2023,Skincare,Online,6723,6,Product Quality,4,10,1,0.3,6,1
11850,Reena Benedyktowicz,19,Transgender,Hong Kong,Low,Gold,3/19/2024,Skincare,Offline,2686,6,Product Quality,4,7,10,4.8,3,1
11851,Vin Spenton,15,Male,Canada,High,Gold,10-08-2023,Skincare,Online,6237,4,Product Quality,19,8,0,2.8,4,1
11852,Shelby Strowthers,25,Male,Japan,Medium,Platinum,10/13/2023,Skincare,Offline,439,10,Product Quality,15,10,2,0.3,6,0
11853,Nye Broadfoot,18,Male,Canada,Medium,Silver,6/14/2023,Makeup,Online,3823,2,Late Delivery,10,1,8,0.0,0,0
11854,Teri Alvarado,71,Female,India,Low,Platinum,08-03-2024,Makeup,Online,8355,7,Other,18,9,5,4.2,0,0
11855,Cara Kirkby,70,Female,India,Low,Gold,12/21/2023,Skincare,Offline,473,3,Product Quality,2,5,5,5.8,5,0
11856,Abagael Falkinder,42,Female,United States,Low,Gold,06-07-2023,Haircare,Offline,8541,5,Side Effects,5,4,8,4.5,5,1
11857,Guilbert Gillford,63,Male,India,High,Gold,1/26/2023,Skincare,Online,10910,6,Side Effects,15,4,2,5.6,2,1
11858,Renata Crumby,77,Female,India,Low,Gold,6/25/2024,Makeup,Online,8045,4,Side Effects,11,1,2,4.4,1,1
11859,Herbie Collison,50,Transgender,Singapore,Medium,Gold,02-11-2024,Haircare,Online,7646,6,Product Quality,8,5,9,1.6,1,0
11860,Melesa Neathway,53,Female,India,Low,Gold,3/31/2024,Makeup,Offline,10687,4,Product Quality,4,3,5,0.8,4,1
11861,Lynnette Hull,81,Female,India,High,Platinum,01-05-2024,Makeup,Online,6161,10,Product Quality,19,2,0,2.2,4,1
11862,Stephani Lewis,12,Male,India,Medium,Gold,01-06-2024,BodyCare,Online,6008,10,Product Quality,13,9,8,2.4,4,0
11863,Chiarra Debold,58,Male,United States,Low,Gold,11/13/2024,Skincare,Online,4666,4,Late Delivery,8,1,6,0.2,2,1
11864,Dyann Murricanes,62,Female,India,Low,Platinum,5/27/2023,Makeup,Offline,7098,3,Late Delivery,9,9,6,1.5,5,1
11865,Kath Stockoe,50,Female,India,Medium,Gold,06-11-2024,Makeup,Online,5703,8,Late Delivery,11,9,3,0.8,5,1
11866,Ludovika Bows,10,Transgender,India,Medium,Gold,06-05-2024,Skincare,Online,7249,6,Side Effects,6,7,0,1.3,2,1
11867,Wanids Garber,45,Female,India,Medium,Gold,05-02-2023,Makeup,Offline,7610,3,Product Quality,15,1,1,3.9,2,1
11868,Fred Becker,85,Female,India,Low,Gold,4/17/2023,Skincare,Online,10514,1,Late Delivery,2,10,10,1.3,1,1
11869,Carilyn Linham,63,Female,India,Medium,Gold,3/26/2023,Makeup,Offline,9113,2,Product Quality,6,6,8,4.7,1,0
11870,Llywellyn Owbrick,74,Male,Canada,Medium,Gold,08-10-2023,BodyCare,Offline,9378,7,Product Quality,1,2,9,5.6,4,0
11871,Jennilee MacConnechie,14,Male,Canada,Low,Platinum,5/15/2024,Makeup,Offline,1256,8,Product Quality,21,7,6,3.5,0,1
11872,Ryann Houlton,28,Male,United Arab Emirates,Medium,Silver,06-01-2024,Skincare,Online,6454,2,Late Delivery,7,8,5,0.6,0,1
11873,Caril Thorn,42,Female,Japan,Medium,Silver,6/27/2024,Skincare,Online,10622,6,Late Delivery,10,6,4,4.9,6,0
11874,Georgie Worsley,41,Female,United States,Medium,Gold,8/25/2023,Skincare,Online,2085,5,Product Quality,22,4,0,0.7,0,1
11875,Cassondra Hoble,66,Transgender,United States,Low,Silver,8/17/2024,BodyCare,Online,4239,4,Other,3,6,9,0.3,2,1
11876,Henry Wiffler,21,Female,India,Medium,Silver,3/17/2024,Skincare,Online,6351,2,Product Quality,10,3,9,2.8,6,0
11877,Cordy Sherrin,47,Female,Japan,Low,Gold,08-07-2023,Makeup,Online,9253,10,Product Quality,9,6,10,0.9,1,0
11878,Payton Talman,84,Female,Singapore,Medium,Gold,4/26/2023,Makeup,Offline,3822,8,Product Quality,6,7,7,2.0,5,1
11879,Silvano Esposita,61,Female,United States,Medium,Silver,07-06-2023,Makeup,Online,1781,1,Product Quality,23,10,2,4.4,6,1
11880,Leora Francescuzzi,14,Female,United Arab Emirates,High,Platinum,06-11-2024,Makeup,Offline,9656,10,Product Quality,10,8,7,3.0,5,0
11881,Morganica Mycroft,9,Male,Hong Kong,Medium,Gold,5/24/2023,Skincare,Offline,470,1,Product Quality,6,2,0,2.9,6,1
11882,Gretta Alsop,62,Female,India,Medium,Gold,7/21/2024,Skincare,Online,10698,4,Late Delivery,7,6,2,5.6,2,0
11883,Rayshell Tipple,68,Female,Canada,High,Gold,3/27/2024,Skincare,Online,2231,4,Product Quality,15,6,3,4.3,3,0
11884,Jacki Ivkovic,36,Male,India,Medium,Platinum,03-09-2023,Makeup,Offline,7810,4,Product Quality,17,3,0,5.5,6,0
11885,Shanna Moult,23,Female,India,Medium,Gold,10/24/2023,Haircare,Online,9502,7,Product Quality,11,6,8,2.4,0,1
11886,Alfy Eger,12,Male,Australia,Low,Gold,01-08-2024,Makeup,Online,7107,2,Product Quality,8,4,6,2.2,6,1
11887,Edna Lauret,50,Female,India,Medium,Gold,6/23/2024,Haircare,Offline,1507,5,Product Quality,21,1,0,2.4,2,1
11888,Joey Bugbird,31,Female,United States,Medium,Gold,06-09-2024,BodyCare,Online,7224,9,Product Quality,14,10,6,0.5,4,0
11889,Kristos Mugg,53,Female,Australia,High,Silver,6/18/2024,BodyCare,Online,10425,1,Wrong Item Received,20,4,0,5.0,5,1
11890,Gilberto Kasperski,74,Transgender,Japan,Low,Gold,1/21/2023,Skincare,Online,9741,7,Side Effects,2,4,3,1.4,1,1
11891,Ted Luchelli,27,Female,Canada,Low,Gold,2/15/2024,Makeup,Offline,552,7,Late Delivery,9,5,5,5.3,3,1
11892,Esmaria Valente,80,Male,India,Low,Platinum,01-07-2024,Skincare,Online,1759,6,Product Quality,10,8,2,1.1,5,1
11893,Barnabas Langcastle,79,Female,United States,Low,Gold,06-02-2024,Skincare,Online,5877,4,Product Quality,10,6,7,5.1,0,0
11894,Mahmud Caudelier,44,Male,United States,Medium,Silver,10-08-2024,Makeup,Offline,3682,5,Product Quality,24,6,10,1.1,0,1
11895,Lexi Pitson,21,Male,India,Low,Silver,10-01-2023,Skincare,Offline,8445,7,Late Delivery,16,3,6,3.1,6,1
11896,Sibyl Prodrick,47,Male,Australia,Medium,Gold,03-05-2023,Skincare,Online,494,1,Product Quality,8,10,4,0.6,2,1
11897,George Delepine,55,Male,India,Low,Gold,3/14/2023,BodyCare,Online,2374,7,Late Delivery,16,1,2,2.6,2,1
11898,Tiertza Andreoletti,49,Female,Hong Kong,Medium,Gold,5/27/2024,Skincare,Online,2773,2,Side Effects,16,5,5,2.3,6,1
11899,Daveen Standring,15,Female,Singapore,Low,Silver,10-06-2024,Makeup,Online,7642,8,Product Quality,19,4,10,3.1,1,1
11900,Bertie Ferrierio,75,Female,India,Medium,Gold,11-07-2024,Skincare,Online,2853,9,Product Quality,7,2,7,1.5,3,1
11901,Antonina Setchfield,25,Male,Japan,Medium,Gold,5/16/2023,Haircare,Online,9428,8,Wrong Item Received,19,4,7,1.1,2,0
11902,Clare Collicott,32,Female,Australia,Low,Gold,04-02-2023,Skincare,Offline,2783,2,Product Quality,9,5,5,2.5,5,0
11903,Amalle Peregrine,71,Male,Qatar,Medium,Platinum,9/24/2024,Makeup,Online,10904,7,Side Effects,15,2,1,3.0,3,0
11904,Rozalin Spring,84,Male,United States,Medium,Gold,02-06-2024,Makeup,Online,5942,8,Product Quality,4,8,2,4.7,4,0
11905,Meryl Hilbourne,31,Male,United States,Medium,Gold,6/18/2024,Skincare,Online,9298,8,Product Quality,24,4,1,3.7,0,0
11906,Talya Rintoul,77,Male,Hong Kong,Low,Gold,8/26/2024,BodyCare,Online,7549,3,Side Effects,15,10,6,4.5,5,1
11907,Valentia Rylett,56,Female,Japan,Medium,Gold,02-11-2023,Haircare,Online,10823,2,Product Quality,23,6,4,1.7,3,0
11908,Christiano Tumini,85,Male,Canada,Medium,Platinum,06-01-2024,Makeup,Online,1070,1,Side Effects,6,5,3,3.0,2,1
11909,Burton Junkinson,74,Male,United Arab Emirates,High,Gold,8/24/2023,Makeup,Offline,9215,9,Product Quality,10,9,10,1.6,0,0
11910,Eli Vigus,80,Female,India,Low,Silver,01-12-2024,Skincare,Online,9716,10,Late Delivery,4,6,9,5.9,4,1
11911,Golda Barti,62,Female,United States,Medium,Gold,5/24/2024,Skincare,Online,8998,7,Product Quality,3,10,4,0.7,2,1
11912,Winifield Antosik,76,Female,India,High,Silver,5/16/2024,Skincare,Offline,2517,1,Product Quality,15,3,10,3.9,5,1
11913,Gwendolyn Cheevers,38,Male,Australia,High,Gold,04-12-2024,BodyCare,Offline,6532,1,Product Quality,11,10,1,2.6,5,1
11914,Mariana Burton,29,Female,India,Low,Bronze,9/24/2023,Makeup,Offline,2745,1,Wrong Item Received,7,8,10,5.6,5,1
11915,Wenonah Yearby,71,Male,India,Medium,Silver,07-08-2023,Skincare,Online,5882,4,Product Quality,18,2,2,5.5,4,0
11916,Peyton Doumenc,42,Male,United Arab Emirates,Medium,Gold,2/18/2024,Haircare,Online,3866,10,Side Effects,24,2,5,2.4,0,1
11917,Leelah Jozsika,66,Female,Japan,Medium,Platinum,02-09-2024,Makeup,Online,1010,7,Product Quality,18,4,7,5.6,5,1
11918,Hadlee Joseff,45,Male,Japan,Medium,Silver,02-02-2023,Skincare,Online,9092,4,Late Delivery,23,10,8,5.1,2,1
11919,Vittorio Barney,11,Male,United States,Medium,Silver,4/19/2024,Makeup,Online,10601,7,Side Effects,23,4,10,5.8,1,1
11920,Othello Hallifax,31,Female,India,Low,Gold,2/26/2024,Makeup,Online,1211,6,Product Quality,18,5,4,0.7,0,0
11921,Frans Gori,13,Female,India,Medium,Platinum,8/29/2024,Makeup,Online,9150,5,Product Quality,1,2,5,5.1,6,1
11922,Sisely Canon,33,Female,United States,Low,Silver,6/20/2023,Makeup,Online,1305,5,Product Quality,3,4,8,2.1,0,0
11923,Cord Cleveley,63,Female,Canada,Medium,Silver,1/19/2023,Skincare,Offline,4729,2,Product Quality,9,3,6,1.3,4,0
11924,Angel Crolla,17,Female,India,Medium,Gold,09-07-2024,Makeup,Offline,7576,10,Product Quality,18,2,1,4.2,5,1
11925,Hayden Slimmon,16,Female,Japan,Medium,Silver,8/18/2024,Makeup,Online,1998,4,Side Effects,7,2,10,4.9,2,1
11926,Laverne Mennell,47,Female,United Arab Emirates,High,Gold,11/29/2024,Haircare,Online,8534,10,Late Delivery,15,1,7,3.4,5,0
11927,Turner Crassweller,9,Female,India,Medium,Silver,10/19/2024,Skincare,Offline,5022,5,Other,2,7,7,2.0,6,1
11928,Dom Robbs,50,Male,India,Medium,Gold,02-09-2024,Makeup,Offline,1416,6,Product Quality,18,10,8,4.2,2,1
11929,Kathie Noakes,32,Female,India,High,Silver,12/18/2023,Haircare,Offline,9825,1,Late Delivery,17,2,6,2.9,4,1
11930,Kylen Pelling,41,Female,United States,Medium,Silver,9/18/2024,Skincare,Online,5923,9,Late Delivery,11,10,3,4.0,0,0
11931,Ludovico Petrello,15,Male,Singapore,Medium,Gold,01-01-2023,Haircare,Online,2569,10,Side Effects,5,5,5,5.8,5,1
11932,Hermine Baccus,55,Female,United States,Low,Silver,11-10-2023,Makeup,Online,2501,8,Product Quality,7,6,5,1.5,5,0
11933,Adel Trattles,65,Female,Malaysia,Low,Bronze,2/21/2024,Skincare,Offline,8079,6,Side Effects,20,4,9,5.4,2,1
11934,Joellyn Evans,73,Transgender,Qatar,Low,Gold,02-12-2024,Makeup,Online,6365,5,Product Quality,10,9,7,1.2,3,1
11935,Inigo Duckerin,63,Male,India,High,Silver,8/28/2024,Haircare,Offline,7058,3,Product Quality,2,4,1,1.2,2,0
11936,Padriac Fantini,27,Female,India,Low,Gold,1/27/2023,Skincare,Online,9733,5,Side Effects,16,10,5,4.5,0,1
11937,Orlan Larratt,10,Male,Canada,Low,Gold,08-06-2024,Skincare,Online,3602,6,Product Quality,22,6,2,1.1,3,0
11938,Fay Crosse,85,Transgender,Japan,Medium,Bronze,06-04-2023,Skincare,Online,8069,8,Product Quality,16,2,5,4.8,2,1
11939,Katina Forsyth,25,Male,Canada,Medium,Silver,05-09-2024,Haircare,Offline,4141,2,Product Quality,8,2,6,3.5,4,0
11940,Jerrie Chmiel,53,Female,Australia,Low,Silver,1/28/2024,Makeup,Online,7773,7,Other,21,10,3,4.6,4,1
11941,Priscilla Vowels,22,Transgender,Singapore,High,Gold,01-06-2023,Makeup,Online,3618,10,Product Quality,4,5,10,2.8,0,1
11942,Mahalia Sharkey,40,Female,Canada,High,Gold,07-01-2023,Makeup,Online,6709,5,Late Delivery,10,6,0,5.1,4,0
11943,Nikolaos Dey,69,Female,United Arab Emirates,Medium,Bronze,6/16/2023,BodyCare,Online,7246,7,Product Quality,14,10,7,2.6,5,1
11944,Griffith Heyburn,66,Female,India,Medium,Gold,02-07-2024,Makeup,Offline,9015,4,Side Effects,7,5,4,4.3,6,1
11945,Jerri Climer,28,Female,India,Low,Gold,03-12-2024,Skincare,Online,3360,1,Product Quality,3,8,0,0.6,3,1
11946,Denni Corss,80,Female,India,Low,Gold,10-11-2023,Makeup,Online,5124,9,Late Delivery,20,4,10,0.1,1,0
11947,Pancho Arkill,17,Transgender,India,High,Gold,6/26/2024,BodyCare,Online,4376,7,Product Quality,14,5,1,2.9,6,1
11948,Ellary Barts,69,Female,Australia,Medium,Silver,11-12-2024,Makeup,Online,10184,7,Product Quality,4,1,6,2.8,3,1
11949,Dorothea Sheryne,14,Female,India,Medium,Bronze,5/29/2024,Makeup,Online,8954,3,Product Quality,6,2,5,3.5,2,1
11950,Josephine Wife,42,Female,Singapore,High,Silver,3/22/2024,Makeup,Online,1879,10,Late Delivery,7,7,4,2.2,4,0
11951,Risa Neward,73,Female,India,Medium,Silver,7/15/2024,Haircare,Online,7169,7,Late Delivery,23,9,4,0.7,1,0
11952,Bridget Bleasdille,41,Male,India,High,Gold,5/15/2024,Skincare,Offline,2393,1,Late Delivery,12,2,9,4.7,0,1
11953,Lynn Sprigin,81,Female,India,Low,Silver,8/31/2024,Makeup,Offline,2091,1,Product Quality,7,9,2,3.9,4,0
11954,Enid Cranshaw,18,Male,India,Low,Gold,08-03-2023,Haircare,Offline,8664,2,Product Quality,24,1,3,4.6,4,1
11955,Frasquito Bestwall,8,Male,India,Medium,Platinum,10/28/2024,Haircare,Online,1469,9,Product Quality,20,6,6,2.3,3,1
11956,Gus Benit,44,Female,India,Medium,Gold,2/18/2024,Makeup,Offline,4968,4,Late Delivery,5,7,8,3.4,0,1
11957,Sharai Ridoutt,21,Female,Japan,Medium,Gold,01-09-2024,Makeup,Online,955,6,Late Delivery,21,3,8,4.4,0,1
11958,Caralie Perelli,41,Male,India,Medium,Gold,06-08-2023,Makeup,Online,2985,6,Side Effects,9,8,7,2.3,4,1
11959,Jeanette Battill,54,Female,Japan,Medium,Silver,10-07-2023,Makeup,Online,1640,1,Product Quality,19,9,8,4.0,2,1
11960,Cordy Vincent,58,Male,Singapore,Medium,Gold,04-05-2024,Skincare,Online,964,5,Late Delivery,19,1,4,5.1,4,0
11961,Tracy Pigden,10,Female,Malaysia,Low,Gold,09-02-2024,Skincare,Online,8920,4,Side Effects,24,10,5,2.7,5,1
11962,Eryn Hick,40,Male,Canada,Medium,Silver,07-06-2024,Makeup,Online,4593,9,Product Quality,15,2,4,5.3,1,1
11963,Ignazio Farrans,15,Male,India,Low,Gold,1/29/2024,BodyCare,Offline,3412,6,Product Quality,19,2,4,5.5,0,1
11964,Adora Fassman,47,Male,India,High,Gold,1/19/2024,Haircare,Online,9459,2,Late Delivery,15,3,1,5.0,4,1
11965,Alvera Hounsham,58,Male,India,Medium,Silver,7/15/2023,Makeup,Online,3498,9,Late Delivery,23,6,0,5.0,2,1
11966,Jaimie Seyffert,80,Female,United States,Medium,Silver,07-06-2024,Makeup,Online,10342,3,Product Quality,24,1,0,2.2,0,1
11967,Elayne Caseborne,56,Female,India,Low,Silver,06-07-2024,Skincare,Online,561,5,Side Effects,16,8,4,1.0,6,1
11968,Goober Andrault,53,Female,India,Medium,Silver,6/16/2023,Makeup,Offline,2160,7,Product Quality,5,3,1,5.5,3,0
11969,Melisenda Tabourier,35,Male,India,High,Silver,05-02-2023,Makeup,Offline,8975,9,Late Delivery,22,1,7,0.8,6,1
11970,Talbert Race,22,Female,India,High,Gold,1/30/2023,BodyCare,Offline,7052,4,Late Delivery,11,7,4,0.0,6,1
11971,Terrie Parlatt,23,Female,Canada,Medium,Silver,03-04-2023,Skincare,Online,2469,2,Other,1,8,2,1.8,2,0
11972,Avivah Nekrews,69,Transgender,Japan,Medium,Gold,9/26/2023,Skincare,Online,9239,4,Product Quality,4,2,4,1.9,3,0
11973,Stanleigh Kleinzweig,64,Male,United States,High,Gold,1/23/2024,Skincare,Online,10314,6,Side Effects,4,1,7,0.7,2,0
11974,Ricard Ciotti,39,Female,India,Low,Silver,1/27/2024,Makeup,Online,1268,4,Product Quality,19,4,8,4.6,3,1
11975,Ches Truesdale,26,Female,Australia,Low,Platinum,05-09-2023,Haircare,Online,6004,8,Product Quality,4,4,7,2.5,4,1
11976,Constantino Cuff,62,Male,India,Medium,Silver,1/22/2024,BodyCare,Online,1003,6,Late Delivery,18,10,4,4.3,2,1
11977,Leda Sellick,73,Female,Japan,Low,Silver,09-01-2024,Makeup,Online,1728,10,Product Quality,12,1,1,4.8,1,1
11978,Ali Fosh,78,Female,India,Low,Gold,07-11-2023,Skincare,Online,5775,6,Product Quality,10,8,1,0.3,2,1
11979,Giacomo Alvar,28,Male,United States,High,Silver,6/19/2023,BodyCare,Online,8860,5,Product Quality,22,1,2,2.3,6,1
11980,Christabel Sevitt,78,Transgender,Malaysia,Medium,Silver,5/25/2024,Skincare,Online,6332,3,Late Delivery,14,2,2,1.7,2,1
11981,Dominique Aberchirder,74,Female,Malaysia,Medium,Gold,09-05-2024,Haircare,Offline,458,2,Late Delivery,9,9,3,4.1,4,0
11982,Yurik Underdown,25,Male,United States,Medium,Silver,07-04-2023,Makeup,Online,5053,7,Product Quality,10,10,4,1.4,1,1
11983,Port Walster,57,Female,Japan,Medium,Gold,10/13/2024,Skincare,Online,3716,10,Product Quality,14,4,8,4.2,2,0
11984,Danna Gough,63,Female,Australia,High,Gold,06-12-2024,Makeup,Online,7265,3,Product Quality,23,3,1,0.4,2,1
11985,Elyn Maskelyne,73,Female,India,Medium,Silver,12/26/2023,Makeup,Online,3007,9,Other,16,2,4,3.8,2,1
11986,Kinsley Mandifield,56,Female,India,Medium,Silver,01-08-2024,Skincare,Online,2426,9,Product Quality,2,6,6,0.4,6,1
11987,Heda Arendt,10,Male,Canada,Low,Bronze,01-11-2024,Haircare,Offline,5812,4,Product Quality,16,5,8,0.6,1,1
11988,Melisa Walsh,30,Female,United States,Medium,Gold,08-04-2024,Haircare,Online,6684,4,Late Delivery,17,3,1,0.6,5,0
11989,Shelton Robins,82,Male,Australia,Low,Gold,03-09-2024,Skincare,Offline,6312,5,Product Quality,9,3,6,1.4,2,1
11990,Grannie Khalid,71,Male,India,Medium,Platinum,3/30/2023,Makeup,Online,4403,8,Late Delivery,9,8,8,1.9,3,1
11991,Peder Mechic,58,Female,India,Medium,Gold,01-11-2023,Skincare,Online,8813,6,Product Quality,18,10,7,4.3,4,1
11992,Garrot Enser,50,Male,United States,Medium,Silver,12/28/2023,BodyCare,Online,7446,5,Late Delivery,6,4,0,2.3,1,1
11993,Nannie Kitchingman,72,Female,Singapore,High,Platinum,8/29/2023,BodyCare,Online,7002,4,Product Quality,19,7,6,3.7,0,1
11994,Emmet Speakman,78,Female,United States,Low,Silver,10/15/2023,Makeup,Online,8853,4,Product Quality,6,2,8,4.8,2,0
11995,Stewart Wyldbore,75,Female,India,Medium,Gold,06-09-2023,Makeup,Online,2844,8,Other,2,6,6,2.1,5,1
11996,Hamilton Beaty,58,Male,United States,Medium,Platinum,09-11-2024,BodyCare,Online,10876,2,Product Quality,2,6,7,5.9,0,1
11997,Micky Bartkiewicz,10,Female,Singapore,Low,Gold,3/13/2023,BodyCare,Offline,9533,3,Product Quality,24,1,10,2.6,4,0
11998,Lynnet Primak,28,Female,India,Medium,Silver,01-07-2024,Skincare,Offline,3558,1,Wrong Item Received,3,10,10,4.9,2,1
11999,Izzy Thing,56,Male,United States,Medium,Silver,1/20/2023,Makeup,Offline,7721,4,Side Effects,1,7,1,1.2,5,0
12000,Denice Sidnall,20,Female,Australia,Medium,Gold,7/14/2023,Makeup,Online,9466,5,Product Quality,3,7,4,5.5,6,0
12001,Willetta Skein,20,Female,India,High,Gold,1/24/2023,Skincare,Online,5069,3,Product Quality,24,2,2,5.1,6,0
12002,Gunar Braidman,48,Female,India,High,Gold,02-06-2023,BodyCare,Online,7888,6,Product Quality,15,4,8,2.1,0,1
12003,Glenden Sedger,56,Male,Australia,Medium,Gold,07-08-2024,Makeup,Offline,8100,5,Product Quality,17,4,3,0.6,0,0
12004,Pennie Bexon,53,Female,Hong Kong,High,Gold,12-01-2023,Haircare,Online,6389,8,Late Delivery,17,6,2,2.7,3,1
12005,Teriann Bowyer,39,Transgender,United States,Medium,Silver,10/20/2023,Skincare,Offline,10543,7,Product Quality,10,9,8,5.3,6,0
12006,Marji Metherell,80,Female,Hong Kong,Medium,Silver,11-11-2023,Makeup,Online,2603,2,Product Quality,17,8,7,3.9,4,1
12007,Derick Sertin,11,Male,United States,Medium,Gold,07-03-2023,Makeup,Online,7125,8,Late Delivery,5,6,0,0.2,2,0
12008,Gill Whyler,15,Male,Japan,Low,Gold,11/14/2024,Makeup,Online,2111,5,Late Delivery,7,2,3,5.3,4,0
12009,Yettie Forrestor,63,Female,Australia,Medium,Gold,12-12-2023,Skincare,Offline,1132,2,Product Quality,23,6,7,4.2,6,1
12010,Thedric Grunguer,66,Female,Qatar,Medium,Gold,9/13/2023,BodyCare,Online,9313,5,Product Quality,2,4,1,3.2,4,1
12011,Hobard Yallop,11,Female,Australia,High,Gold,3/18/2023,Skincare,Online,976,7,Product Quality,8,8,6,3.3,5,1
12012,Jesselyn Hargreaves,8,Female,Hong Kong,Medium,Bronze,10-08-2024,Makeup,Online,3209,3,Late Delivery,12,8,1,0.5,1,1
12013,Arluene Ledram,27,Female,Australia,Medium,Gold,01-11-2024,Skincare,Online,4411,7,Late Delivery,20,10,4,0.1,4,1
12014,Dulsea Moxstead,65,Female,Australia,Medium,Silver,8/13/2023,BodyCare,Offline,7162,10,Product Quality,16,10,2,5.2,2,1
12015,Paxton Valadez,16,Male,Australia,Medium,Gold,03-03-2023,Haircare,Online,7136,5,Late Delivery,4,9,6,2.7,2,1
12016,Rita MacEllen,39,Female,India,Medium,Gold,07-11-2023,Skincare,Online,3222,4,Product Quality,16,1,8,2.3,0,0
12017,Myranda McNamara,33,Female,India,Medium,Bronze,4/19/2023,Skincare,Online,3676,1,Product Quality,10,2,4,1.6,6,1
12018,Bartlett Twede,8,Female,Australia,Medium,Silver,9/27/2023,Makeup,Online,1125,5,Product Quality,13,2,0,4.9,2,0
12019,Muffin Halden,83,Female,India,Medium,Silver,7/23/2024,Skincare,Offline,6432,2,Product Quality,19,5,2,5.0,4,1
12020,Falkner Greenmon,35,Female,India,Low,Gold,11/18/2024,Makeup,Online,4713,8,Product Quality,11,3,9,1.0,4,0
12021,Donica Bogue,65,Male,Japan,Medium,Silver,10-10-2024,Skincare,Online,10661,10,Product Quality,17,10,9,6.0,5,0
12022,Erica Reedick,29,Female,Malaysia,Medium,Gold,05-01-2024,Makeup,Online,3166,10,Late Delivery,4,5,4,3.9,6,0
